,x_e,y_e,th_e,xd_e,yd_e,thd_e,x_gt,y_gt,th_gt
0,-44.38802322107617,-25.930476432096746,-1.420068726910349,0.547582328060919,0.45448066248906627,0.5060414822506579,-45.34381866455078,-25.06503677368164,-1.5632509256364295
1,-44.53526659252417,-25.200791814616615,-1.463805504100848,0.5248190993160814,0.5466377820749433,0.48679176140987074,-45.34381866455078,-25.06503677368164,-1.5632509256364295
2,-44.52143814862662,-25.186732869583814,-1.4447461338690195,0.5218750955067666,0.5434897004586774,0.4832571298158456,-45.34381866455078,-25.06503677368164,-1.5632509256364295
3,-44.51473257137903,-25.244167172014215,-1.3251849641813278,0.5131558264307166,0.5054393585454992,0.5880831603023545,-45.34381866455078,-25.06503677368164,-1.5632509256364295
4,-44.2311815480961,-25.243533839617655,-1.3107376896854452,0.6859253746121804,0.4889332800568382,0.5647691161731859,-45.34381866455078,-25.06503677368164,-1.5632509256364295
5,-44.502543717291566,-25.06730156358778,-1.2819030054003335,0.4163577490768603,0.6227967104341448,0.5659392894297854,-45.34381866455078,-25.06503677368164,-1.5632509256364295
6,-44.57389424316353,-24.767894440224417,-1.3815947127662294,0.31756757421100257,0.9103374342066582,0.2770104628642021,-45.34381866455078,-25.06503677368164,-1.5632509256364295
7,-44.56292360021201,-24.735344898851725,-1.3697205603497242,0.3115289659717747,0.8943820870440584,0.2721993268224362,-45.34381866455078,-25.06503677368164,-1.5632509256364295
8,-44.76074132185981,-24.69064894281992,-1.4535928504209588,0.009726612875672613,0.8943493484853217,0.03004459213221805,-45.343753814697266,-25.07146453857422,-1.563218568229185
9,-44.96050987863891,-24.523745201856098,-1.5202477655181603,-0.2989240500035033,1.0826737125398238,-0.1391896449517714,-45.343299865722656,-25.11661720275879,-1.563011374296377
10,-44.99228892765931,-24.210137086372413,-1.5502194489222039,-0.32617686725088046,1.5027695774166703,-0.19557000205730468,-45.34242248535156,-25.196842193603516,-1.5626863354853329
